Age,Monthly_Income,Profession,City_Type,Household_Size,Weekly_Activity_Freq,Sports_Played,Owns_Equipment,Equipment_Owned,Purchase_Channel,Importance_Quality,Importance_Price,Importance_Brand,Importance_Speed,Importance_Sustainability,Importance_Customization,Importance_BundleDeals,Monthly_Equipment_Budget,Willingness_To_Use_App,Influenced_By_Sustainability,Satisfaction_Current_Buying,Purchase_Influencers,Purchase_Challenges,Preference_Rent_Over_Buy,Knowledge_Level,Willing_To_Recommend
41,51830,Homemaker,Metro,1,3-4 times,"['Basketball', 'Football']",Yes,['Nets'],Online,5,5,5,4,2,4,4,4000,Unlikely,No,5,"['Eco-friendly packaging', 'Smart recommendations', 'Same-day delivery']",['Poor quality'],Yes,Expert,Probably
29,88401,Student,Tier 3,4,3-4 times,"['Cycling', 'Badminton', 'Gym', 'Football']",Yes,"['Nets', 'Shoes']",Both,4,3,3,5,5,2,3,1155,Neutral,Yes,1,"['Fitness events', 'Same-day delivery', 'Eco-friendly packaging']","['Poor quality', 'No bundling', 'Late delivery']",No,Beginner,Definitely
52,48559,Business Owner,Metro,1,3-4 times,['Basketball'],Yes,"['Balls', 'Weights']",Offline,3,5,2,5,3,2,4,1717,Likely,Yes,4,"['Buy-back offers', 'Fitness events', 'Loyalty rewards']","['None', 'Not eco-friendly', 'Poor personalization', 'Late delivery']",Yes,Beginner,Definitely
50,67239,Business Owner,Tier 2,3,5+ times,"['Basketball', 'Cricket', 'Badminton', 'Tennis']",Yes,"['Nets', 'Shoes', 'Balls']",Online,3,4,3,4,1,3,5,1014,Very Likely,No,5,"['Fitness events', 'Loyalty rewards', 'Eco-friendly packaging']","['Late delivery', 'Not eco-friendly', 'Poor personalization']",No,Intermediate,Not Sure
50,39452,Athlete,Tier 2,5,3-4 times,"['Tennis', 'Running', 'Badminton', 'Football']",No,[],Online,4,2,1,5,4,3,3,2761,Likely,Yes,3,"['Eco-friendly packaging', 'Loyalty rewards', 'Buy-back offers']","['No bundling', 'Late delivery']",Yes,Expert,Definitely
54,49475,Working Professional,Metro,3,3-4 times,"['Tennis', 'Running']",Yes,"['Rackets', 'Balls']",Offline,3,2,5,4,2,2,3,3351,Very Likely,Yes,4,"['Same-day delivery', 'Fitness events', 'Smart recommendations']","['No bundling', 'Limited stock']",No,Beginner,Probably
29,76562,Business Owner,Metro,1,5+ times,"['Badminton', 'Tennis', 'Basketball']",Yes,['Rackets'],Offline,4,4,5,5,1,5,5,3335,Likely,Maybe,3,"['Fitness events', 'Eco-friendly packaging', 'Loyalty rewards']","['Poor quality', 'Expensive pricing', 'Late delivery']",No,Beginner,Definitely
20,40595,Business Owner,Metro,3,3-4 times,"['Cricket', 'Cycling', 'Tennis']",Yes,"['Shoes', 'Balls']",Online,3,4,3,4,5,4,4,2979,Likely,Yes,4,"['Smart recommendations', 'Same-day delivery', 'Buy-back offers']","['Not eco-friendly', 'Poor personalization', 'Late delivery', 'Poor quality']",No,Intermediate,Definitely
18,77186,Homemaker,Tier 2,1,1-2 times,"['Badminton', 'Gym', 'Running', 'Football']",Yes,"['Yoga Mats', 'Shoes', 'Rackets']",Both,5,4,3,5,2,2,5,1841,Likely,Maybe,3,"['Eco-friendly packaging', 'Personalized discounts', 'Smart recommendations']",['None'],Yes,Expert,Probably
50,60616,Homemaker,Tier 2,4,1-2 times,"['Football', 'Tennis', 'Basketball', 'Badminton']",Yes,[],Offline,3,5,2,3,3,5,4,1707,Neutral,Maybe,5,"['Smart recommendations', 'Personalized discounts', 'Eco-friendly packaging']","['None', 'Not eco-friendly']",Maybe,Beginner,Definitely Not
57,41562,Retired,Tier 2,3,1-2 times,"['Badminton', 'Gym', 'Tennis']",Yes,"['Yoga Mats', 'Nets']",Online,5,2,4,4,2,2,3,663,Unlikely,Yes,5,"['Loyalty rewards', 'Smart recommendations', 'Fitness events']","['None', 'Poor quality', 'Poor personalization', 'No bundling']",No,Beginner,Probably
27,59486,Student,Tier 2,4,5+ times,"['Badminton', 'Tennis', 'Basketball']",Yes,"['Yoga Mats', 'Nets']",Both,5,4,4,4,2,4,3,3628,Likely,Yes,1,"['Loyalty rewards', 'Buy-back offers', 'Fitness events']","['No bundling', 'Poor quality', 'Poor personalization', 'Not eco-friendly']",No,Beginner,Probably Not
46,64588,Athlete,Metro,4,3-4 times,"['Tennis', 'Running']",No,"['Yoga Mats', 'Rackets', 'Nets']",Online,4,5,2,5,3,4,5,2375,Very Likely,No,4,"['Personalized discounts', 'Buy-back offers', 'Eco-friendly packaging']","['Late delivery', 'Poor personalization']",Yes,Beginner,Definitely Not
30,59327,Student,Tier 3,2,5+ times,['Running'],Yes,[],Both,3,4,4,4,3,3,3,1606,Neutral,Yes,1,"['Smart recommendations', 'Loyalty rewards', 'Same-day delivery']","['Not eco-friendly', 'Poor quality']",No,Intermediate,Definitely
29,26446,Retired,Tier 2,1,3-4 times,"['Football', 'Running', 'Tennis', 'Badminton']",No,[],Both,4,3,1,4,2,3,2,3062,Very Unlikely,Yes,2,"['Same-day delivery', 'Smart recommendations', 'Eco-friendly packaging']","['Poor quality', 'Not eco-friendly', 'None', 'Expensive pricing']",No,Intermediate,Definitely
48,39092,Homemaker,Metro,5,3-4 times,"['Gym', 'Badminton', 'Basketball']",No,"['Nets', 'Balls', 'Weights']",Both,3,3,4,4,3,3,3,1221,Very Likely,No,5,"['Same-day delivery', 'Smart recommendations', 'Personalized discounts']",['Expensive pricing'],No,Intermediate,Not Sure
19,46287,Working Professional,Tier 3,1,Never,"['Badminton', 'Cricket', 'Gym', 'Tennis']",Yes,['Nets'],Both,5,2,2,3,1,3,2,2325,Neutral,Yes,4,"['Eco-friendly packaging', 'Smart recommendations', 'Same-day delivery']","['Poor personalization', 'No bundling', 'Not eco-friendly']",No,Beginner,Not Sure
52,48883,Homemaker,Tier 2,5,3-4 times,"['Badminton', 'Cricket', 'Running', 'Cycling']",No,"['Weights', 'Balls']",Online,5,5,4,3,3,4,3,1861,Very Likely,Maybe,1,"['Eco-friendly packaging', 'Personalized discounts', 'Fitness events']","['None', 'Limited stock']",Maybe,Beginner,Probably
40,59310,Athlete,Tier 2,1,3-4 times,"['Running', 'Cycling', 'Basketball']",Yes,['Rackets'],Both,3,3,5,5,3,5,5,2510,Likely,Yes,1,"['Fitness events', 'Loyalty rewards', 'Personalized discounts']","['No bundling', 'Not eco-friendly', 'Poor quality']",Maybe,Beginner,Definitely Not
34,52665,Homemaker,Tier 2,4,5+ times,"['Tennis', 'Badminton']",Yes,"['Balls', 'Yoga Mats']",Offline,3,3,3,3,2,5,5,1949,Very Likely,Yes,2,"['Smart recommendations', 'Loyalty rewards', 'Same-day delivery']","['Poor personalization', 'Not eco-friendly', 'None', 'Limited stock']",No,Beginner,Definitely
43,29969,Athlete,Tier 3,3,1-2 times,"['Gym', 'Football', 'Running', 'Cycling']",No,"['Balls', 'Shoes']",Both,4,5,1,5,1,5,2,839,Likely,Yes,1,"['Fitness events', 'Loyalty rewards', 'Smart recommendations']","['None', 'No bundling', 'Not eco-friendly']",No,Intermediate,Definitely
25,55702,Athlete,Tier 2,3,3-4 times,"['Badminton', 'Gym']",Yes,['Rackets'],Both,3,4,5,3,4,2,5,2060,Likely,Maybe,3,"['Same-day delivery', 'Loyalty rewards', 'Personalized discounts']",['No bundling'],No,Beginner,Probably
46,59158,Athlete,Metro,2,3-4 times,"['Basketball', 'Gym', 'Cricket']",Yes,"['Nets', 'Weights', 'Yoga Mats']",Both,3,5,5,5,4,3,3,2839,Likely,No,5,"['Same-day delivery', 'Eco-friendly packaging', 'Loyalty rewards']","['None', 'Poor quality', 'Not eco-friendly', 'Late delivery']",Maybe,Beginner,Probably
43,58396,Retired,Metro,5,3-4 times,['Cricket'],No,"['Shoes', 'Weights', 'Balls']",Both,3,4,2,3,5,3,3,1976,Likely,Maybe,1,"['Fitness events', 'Smart recommendations', 'Personalized discounts']",['Poor quality'],Maybe,Beginner,Definitely
27,66211,Athlete,Tier 3,5,3-4 times,['Badminton'],Yes,"['Weights', 'Rackets']",Online,4,3,3,3,3,4,5,2620,Likely,Yes,1,"['Eco-friendly packaging', 'Fitness events', 'Same-day delivery']","['No bundling', 'Limited stock', 'None', 'Not eco-friendly']",Yes,Intermediate,Definitely
43,62508,Athlete,Metro,5,3-4 times,"['Running', 'Cricket', 'Badminton', 'Basketball']",Yes,"['Rackets', 'Nets', 'Shoes']",Both,3,3,3,5,3,4,3,1163,Neutral,Yes,2,"['Fitness events', 'Same-day delivery', 'Smart recommendations']",['No bundling'],Yes,Intermediate,Definitely
51,56887,Working Professional,Metro,4,1-2 times,"['Basketball', 'Cricket', 'Running']",No,"['Yoga Mats', 'Shoes']",Offline,5,3,1,4,1,2,4,1978,Likely,Yes,3,"['Personalized discounts', 'Eco-friendly packaging', 'Same-day delivery']","['Late delivery', 'Poor quality', 'None', 'Poor personalization']",No,Expert,Probably
58,48947,Student,Metro,5,3-4 times,"['Gym', 'Running']",Yes,"['Weights', 'Shoes', 'Yoga Mats']",Both,4,2,2,4,4,2,4,1500,Likely,Yes,1,"['Personalized discounts', 'Buy-back offers', 'Smart recommendations']",['Limited stock'],No,Beginner,Not Sure
24,25085,Business Owner,Metro,3,3-4 times,"['Cycling', 'Football', 'Running', 'Gym']",Yes,"['Weights', 'Rackets']",Offline,4,2,1,3,5,5,3,2597,Very Likely,No,5,"['Buy-back offers', 'Fitness events', 'Eco-friendly packaging']","['Not eco-friendly', 'Poor quality', 'Limited stock', 'Expensive pricing']",Maybe,Intermediate,Not Sure
21,56444,Student,Tier 2,4,5+ times,"['Gym', 'Badminton', 'Cycling']",Yes,"['Balls', 'Nets', 'Rackets']",Online,5,2,4,5,1,4,5,2025,Likely,No,5,"['Same-day delivery', 'Smart recommendations', 'Loyalty rewards']",['Poor personalization'],No,Beginner,Probably
28,53115,Athlete,Tier 3,1,5+ times,"['Badminton', 'Cycling', 'Football']",Yes,[],Online,5,5,5,4,3,3,2,2552,Likely,Yes,1,"['Smart recommendations', 'Same-day delivery', 'Eco-friendly packaging']","['Poor personalization', 'Poor quality', 'None', 'Late delivery']",No,Beginner,Probably
46,54073,Working Professional,Metro,5,1-2 times,"['Badminton', 'Cycling']",Yes,['Shoes'],Offline,5,3,1,5,4,5,5,2870,Unlikely,Maybe,3,"['Fitness events', 'Personalized discounts', 'Eco-friendly packaging']",['None'],Maybe,Expert,Probably
53,30848,Homemaker,Metro,5,1-2 times,"['Running', 'Cycling', 'Basketball', 'Gym']",No,[],Both,3,3,5,4,5,3,2,2553,Likely,Yes,5,"['Same-day delivery', 'Personalized discounts', 'Eco-friendly packaging']","['Poor personalization', 'No bundling']",Maybe,Beginner,Definitely
42,33784,Working Professional,Metro,1,5+ times,"['Football', 'Tennis', 'Cricket']",Yes,['Shoes'],Online,5,5,2,5,2,5,5,2218,Likely,Maybe,5,"['Same-day delivery', 'Fitness events', 'Smart recommendations']","['No bundling', 'Poor quality', 'Poor personalization']",Maybe,Intermediate,Definitely
38,65797,Athlete,Tier 3,5,3-4 times,"['Basketball', 'Cycling', 'Football']",Yes,['Yoga Mats'],Offline,3,2,4,3,4,3,3,1201,Very Likely,Yes,3,"['Same-day delivery', 'Loyalty rewards', 'Fitness events']","['Poor quality', 'No bundling', 'Not eco-friendly', 'Expensive pricing']",Maybe,Beginner,Definitely
53,49406,Working Professional,Tier 2,1,5+ times,"['Cycling', 'Running', 'Badminton']",No,"['Weights', 'Nets']",Online,4,5,2,5,5,2,4,1997,Very Likely,Yes,3,"['Loyalty rewards', 'Personalized discounts', 'Eco-friendly packaging']",['Late delivery'],Yes,Intermediate,Not Sure
27,60222,Working Professional,Metro,4,1-2 times,"['Gym', 'Cricket']",No,['Balls'],Both,4,2,4,4,1,5,5,1573,Unlikely,Yes,1,"['Smart recommendations', 'Personalized discounts', 'Fitness events']","['None', 'Poor personalization']",Maybe,Intermediate,Probably Not
54,50424,Athlete,Tier 3,3,3-4 times,"['Cycling', 'Cricket', 'Basketball', 'Badminton']",Yes,[],Online,5,3,4,3,2,3,2,1724,Very Likely,Yes,4,"['Same-day delivery', 'Buy-back offers', 'Fitness events']","['Limited stock', 'Poor personalization', 'Poor quality', 'Expensive pricing']",Maybe,Expert,Probably
26,50446,Retired,Tier 3,1,5+ times,"['Football', 'Tennis', 'Basketball', 'Gym']",Yes,[],Online,3,4,5,5,5,3,4,1700,Very Unlikely,No,2,"['Same-day delivery', 'Buy-back offers', 'Personalized discounts']","['Poor quality', 'Expensive pricing', 'Poor personalization', 'Not eco-friendly']",No,Expert,Not Sure
41,64074,Working Professional,Tier 3,2,5+ times,"['Cycling', 'Running', 'Gym', 'Basketball']",Yes,"['Weights', 'Yoga Mats', 'Balls']",Online,5,2,2,4,5,4,2,1216,Likely,Yes,4,"['Eco-friendly packaging', 'Loyalty rewards', 'Personalized discounts']","['None', 'Expensive pricing', 'Late delivery', 'Not eco-friendly']",No,Intermediate,Definitely
52,42259,Business Owner,Tier 3,1,1-2 times,"['Football', 'Gym', 'Running', 'Tennis']",Yes,[],Online,5,3,2,3,3,5,3,434,Likely,Yes,4,"['Fitness events', 'Smart recommendations', 'Personalized discounts']","['Limited stock', 'No bundling', 'Late delivery']",No,Beginner,Probably
52,51441,Business Owner,Metro,5,3-4 times,['Cricket'],Yes,"['Balls', 'Shoes', 'Rackets']",Online,3,3,1,5,4,3,4,1465,Unlikely,No,5,"['Eco-friendly packaging', 'Buy-back offers', 'Smart recommendations']",['Late delivery'],Yes,Intermediate,Not Sure
53,43065,Working Professional,Tier 2,4,3-4 times,['Gym'],Yes,['Rackets'],Online,5,4,2,4,3,4,2,2154,Likely,No,3,"['Smart recommendations', 'Personalized discounts', 'Same-day delivery']",['Not eco-friendly'],Maybe,Intermediate,Probably
35,43482,Retired,Metro,4,Never,"['Tennis', 'Gym', 'Cricket', 'Running']",No,[],Online,4,3,1,5,2,3,5,921,Very Unlikely,Maybe,5,"['Same-day delivery', 'Personalized discounts', 'Smart recommendations']","['No bundling', 'Expensive pricing', 'Poor personalization', 'None']",Maybe,Beginner,Definitely
56,45362,Homemaker,Tier 3,1,3-4 times,"['Badminton', 'Gym']",No,['Weights'],Both,5,3,3,5,5,5,3,2012,Neutral,Yes,2,"['Buy-back offers', 'Fitness events', 'Eco-friendly packaging']","['Poor personalization', 'Limited stock', 'None', 'Not eco-friendly']",Yes,Intermediate,Not Sure
49,53332,Athlete,Tier 2,3,3-4 times,['Cycling'],Yes,[],Both,3,2,3,3,3,2,3,3520,Likely,No,1,"['Loyalty rewards', 'Eco-friendly packaging', 'Smart recommendations']","['Expensive pricing', 'Poor personalization', 'Late delivery', 'No bundling']",Maybe,Expert,Not Sure
41,42818,Business Owner,Tier 2,2,5+ times,"['Football', 'Running', 'Cricket']",Yes,[],Online,3,2,3,3,4,5,3,2818,Likely,No,2,"['Smart recommendations', 'Personalized discounts', 'Fitness events']","['Not eco-friendly', 'Expensive pricing']",No,Intermediate,Not Sure
40,68836,Homemaker,Tier 2,4,3-4 times,['Cricket'],Yes,"['Balls', 'Nets', 'Yoga Mats']",Both,4,4,2,4,2,5,5,3314,Very Likely,Yes,5,"['Loyalty rewards', 'Fitness events', 'Same-day delivery']","['Expensive pricing', 'Not eco-friendly', 'No bundling', 'None']",Yes,Beginner,Not Sure
49,36580,Working Professional,Metro,5,1-2 times,"['Badminton', 'Tennis', 'Cricket']",Yes,['Balls'],Online,3,4,2,3,1,3,5,2312,Likely,Yes,5,"['Personalized discounts', 'Buy-back offers', 'Fitness events']","['No bundling', 'None', 'Not eco-friendly']",Maybe,Expert,Definitely Not
